"Arquivo","Linha","Palavra","Classifica","Trecho"
"\src\app\(cms)\admin\(dashboard)\portfolio\[id]\page.jsx","14","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-2xl text-preto-fosco mb-6"">"
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","13","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-2xl text-preto-fosco"">Portfolio</h1>"
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","13","portfolio","PROVAVEL_SEGURO","<h1 className=""font-titulo text-2xl text-preto-fosco"">Portfolio</h1>"
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","15","portfolio","PROVAVEL_SEGURO","href=""/admin/portfolio/novo"""
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","83","portfolio","PROVAVEL_SEGURO","href={`/admin/portfolio/${projeto.id}`}"
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","89","portfolio","PROVAVEL_SEGURO","endpoint={`/api/admin/portfolio/${projeto.id}`}"
"\src\app\(cms)\admin\(dashboard)\portfolio\page.jsx","90","titulo","PROVAVEL_SEGURO","confirmText={`Excluir ""${projeto.titulo}""?`}"
"\src\app\(cms)\admin\login\page.jsx","38","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-2xl text-dourado text-center mb-1"">"
"\src\app\(site)\ambientes\[slug]\page.jsx","24","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-4xl text-branco-gelo text-center mb-10"">"
"\src\app\(site)\ambientes\page.jsx","24","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-4xl md:text-5xl text-branco-gelo text-center mb-6"">"
"\src\app\(site)\ambientes\page.jsx","55","titulo","PROVAVEL_SEGURO","<h2 className=""font-titulo text-xl text-branco-gelo mb-2"">"
"\src\app\(site)\ambientes\page.jsx","62","portfolio","PROVAVEL_SEGURO","href=""/#portfolio"""
"\src\app\(site)\blog\[slug]\page.jsx","18","titulo","PROVAVEL_SEGURO","title: `${titulo} | AW Marcenaria`,"
"\src\app\(site)\blog\[slug]\page.jsx","76","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-3xl md:text-5xl text-branco-gelo leading-tight mb-8"">"
"\src\app\(site)\blog\page.jsx","25","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-4xl md:text-5xl text-branco-gelo text-center mb-16"">"
"\src\app\(site)\blog\page.jsx","58","titulo","PROVAVEL_SEGURO","<h2 className=""font-titulo text-xl text-branco-gelo mb-2 group-hover:text-dourado transition"">"
"\src\app\(site)\portfolio\[slug]\page.jsx","24","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-4xl text-branco-gelo text-center mb-10"">"
"\src\app\(site)\portfolio\[slug]\page.jsx","45","titulo","PROVAVEL_SEGURO","<h2 className=""font-titulo text-2xl text-branco-gelo text-center mb-6"">"
"\src\app\(site)\portfolio\[slug]\page.jsx","56","titulo","PROVAVEL_SEGURO","alt={`${projeto.titulo} - foto ${index + 1}`}"
"\src\app\(site)\portfolio\page.jsx","1","portfolio","PROVAVEL_SEGURO","import Portfolio from ""@/components/sections/Portfolio"";"
"\src\app\(site)\portfolio\page.jsx","4","portfolio","PROVAVEL_SEGURO","title: ""Portfolio | AW Marcenaria e Móveis Planejados"","
"\src\app\(site)\page.jsx","5","portfolio","PROVAVEL_SEGURO","import Portfolio from ""@/components/sections/Portfolio"";"
"\src\app\layout.jsx","6","titulo","PROVAVEL_SEGURO","variable: ""--font-titulo"","
"\src\components\admin\AmbienteForm.jsx","10","titulo","PROVAVEL_SEGURO","titulo: z.string().min(2, ""Informe o titulo""),"
"\src\components\admin\AmbienteForm.jsx","15","descricao","PROVAVEL_SEGURO","descricao: z.string().min(5, ""Informe a descricao""),"
"\src\components\admin\AmbienteForm.jsx","85","titulo","PROVAVEL_SEGURO","{...register(""titulo"")}"
"\src\components\admin\AmbienteForm.jsx","92","titulo","PROVAVEL_SEGURO","<p className=""text-sm text-red-700 mt-1"">{errors.titulo.message}</p>"
"\src\components\admin\AmbienteForm.jsx","116","descricao","PROVAVEL_SEGURO","{...register(""descricao"")}"
"\src\components\admin\BannerForm.jsx","10","titulo","PROVAVEL_SEGURO","titulo: z.string().min(2, ""Informe o titulo""),"
"\src\components\admin\BannerForm.jsx","72","titulo","PROVAVEL_SEGURO","{...register(""titulo"")}"
"\src\components\admin\BannerForm.jsx","76","titulo","PROVAVEL_SEGURO","<p className=""text-sm text-red-700 mt-1"">{errors.titulo.message}</p>"
"\src\components\admin\PortfolioForm.jsx","10","titulo","PROVAVEL_SEGURO","titulo: z.string().min(2, ""Informe o titulo""),"
"\src\components\admin\PortfolioForm.jsx","15","descricao","PROVAVEL_SEGURO","descricao: z.string().min(5, ""Informe a descricao""),"
"\src\components\admin\PortfolioForm.jsx","80","portfolio","PROVAVEL_SEGURO","? `/api/admin/portfolio/${projeto.id}`"
"\src\components\admin\PortfolioForm.jsx","81","portfolio","PROVAVEL_SEGURO",": ""/api/admin/portfolio"";"
"\src\components\admin\PortfolioForm.jsx","92","portfolio","PROVAVEL_SEGURO","router.push(""/admin/portfolio"");"
"\src\components\admin\PortfolioForm.jsx","110","titulo","PROVAVEL_SEGURO","{...register(""titulo"")}"
"\src\components\admin\PortfolioForm.jsx","117","titulo","PROVAVEL_SEGURO","<p className=""text-sm text-red-700 mt-1"">{errors.titulo.message}</p>"
"\src\components\admin\PortfolioForm.jsx","158","descricao","PROVAVEL_SEGURO","{...register(""descricao"")}"
"\src\components\admin\PortfolioForm.jsx","174","portfolio","PROVAVEL_SEGURO","placeholder=""/images/portfolio/projeto-01.jpg"""
"\src\components\admin\PortfolioForm.jsx","192","portfolio","PROVAVEL_SEGURO","""/images/portfolio/projeto-01-galeria-1.jpg\n/images/portfolio/projeto-01-galeria-2.jpg"""
"\src\components\admin\PortfolioForm.jsx","192","portfolio","PROVAVEL_SEGURO","""/images/portfolio/projeto-01-galeria-1.jpg\n/images/portfolio/projeto-01-galeria-2.jpg"""
"\src\components\admin\PortfolioForm.jsx","245","portfolio","PROVAVEL_SEGURO","onClick={() => router.push(""/admin/portfolio"")}"
"\src\components\admin\PostBlogForm.jsx","10","titulo","PROVAVEL_SEGURO","titulo: z.string().min(3, ""Informe o titulo""),"
"\src\components\admin\PostBlogForm.jsx","60","titulo","PROVAVEL_SEGURO","const titulo = watch(""titulo"");"
"\src\components\admin\PostBlogForm.jsx","100","titulo","PROVAVEL_SEGURO","{...register(""titulo"")}"
"\src\components\admin\PostBlogForm.jsx","104","titulo","PROVAVEL_SEGURO","<p className=""text-sm text-red-700 mt-1"">{errors.titulo.message}</p>"
"\src\components\admin\PostBlogForm.jsx","191","titulo","PROVAVEL_SEGURO","placeholder=""Deixe em branco para usar o titulo do post"""
"\src\components\admin\Sidebar.jsx","9","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/admin/portfolio"" },"
"\src\components\admin\Sidebar.jsx","9","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/admin/portfolio"" },"
"\src\components\admin\Sidebar.jsx","23","titulo","PROVAVEL_SEGURO","<span className=""font-titulo text-branco-gelo text-lg"">AW Admin</span>"
"\src\components\sections\Ambientes.jsx","41","titulo","PROVAVEL_SEGURO","aria-labelledby=""ambientes-titulo"""
"\src\components\sections\Ambientes.jsx","49","titulo","PROVAVEL_SEGURO","id=""ambientes-titulo"""
"\src\components\sections\Ambientes.jsx","50","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-branco-gelo leading-tight mt-4"""
"\src\components\sections\Ambientes.jsx","60","portfolio","PROVAVEL_SEGURO","href=""#portfolio"""
"\src\components\sections\Ambientes.jsx","72","titulo","PROVAVEL_SEGURO","<h3 className=""font-titulo text-xl text-branco-gelo"">"
"\src\components\sections\Contato.jsx","63","titulo","PROVAVEL_SEGURO","aria-labelledby=""contato-titulo"""
"\src\components\sections\Contato.jsx","71","titulo","PROVAVEL_SEGURO","id=""contato-titulo"""
"\src\components\sections\Contato.jsx","72","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight mt-4"""
"\src\components\sections\Contato.jsx","84","titulo","PROVAVEL_SEGURO","<p className=""font-titulo text-xl text-preto-fosco"">"
"\src\components\sections\Depoimentos.jsx","16","titulo","PROVAVEL_SEGURO","aria-labelledby=""depoimentos-titulo"""
"\src\components\sections\Depoimentos.jsx","24","titulo","PROVAVEL_SEGURO","id=""depoimentos-titulo"""
"\src\components\sections\Depoimentos.jsx","25","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-branco-gelo leading-tight mt-4"""
"\src\components\sections\DepoimentosSwiper.jsx","31","titulo","PROVAVEL_SEGURO","<p className=""font-titulo text-xl md:text-2xl text-branco-gelo leading-relaxed italic"">"
"\src\components\sections\Faq.jsx","29","titulo","PROVAVEL_SEGURO","aria-labelledby=""faq-titulo"""
"\src\components\sections\Faq.jsx","41","titulo","PROVAVEL_SEGURO","id=""faq-titulo"""
"\src\components\sections\Faq.jsx","42","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight mt-4"""
"\src\components\sections\FaqAccordion.jsx","19","titulo","PROVAVEL_SEGURO","<span className=""font-titulo text-lg text-preto-fosco"">"
"\src\components\sections\Portfolio.jsx","10","portfolio","PROVAVEL_SEGURO","id=""portfolio"""
"\src\components\sections\Portfolio.jsx","12","titulo","PROVAVEL_SEGURO","aria-labelledby=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","12","portfolio","PROVAVEL_SEGURO","aria-labelledby=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","20","titulo","PROVAVEL_SEGURO","id=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","20","portfolio","PROVAVEL_SEGURO","id=""portfolio-titulo"""
"\src\components\sections\Portfolio.jsx","21","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight mt-4"""
"\src\components\sections\PortfolioGaleria.jsx","51","portfolio","PROVAVEL_SEGURO","href={`/portfolio/${projeto.slug}`}"
"\src\components\sections\PortfolioGaleria.jsx","74","titulo","PROVAVEL_SEGURO","<h3 className=""font-titulo text-lg text-branco-gelo mt-1"">"
"\src\components\sections\Processo.jsx","45","titulo","PROVAVEL_SEGURO","aria-labelledby=""processo-titulo"""
"\src\components\sections\Processo.jsx","53","titulo","PROVAVEL_SEGURO","id=""processo-titulo"""
"\src\components\sections\Processo.jsx","54","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-branco-gelo leading-tight mt-4"""
"\src\components\sections\Processo.jsx","63","titulo","PROVAVEL_SEGURO","<span className=""font-titulo text-4xl text-dourado/60"">"
"\src\components\sections\Processo.jsx","66","titulo","PROVAVEL_SEGURO","<h3 className=""font-titulo text-xl text-branco-gelo"">"
"\src\components\sections\Sobre.jsx","9","titulo","PROVAVEL_SEGURO","aria-labelledby=""sobre-titulo"""
"\src\components\sections\Sobre.jsx","32","titulo","PROVAVEL_SEGURO","id=""sobre-titulo"""
"\src\components\sections\Sobre.jsx","33","titulo","PROVAVEL_SEGURO","className=""font-titulo text-3xl md:text-4xl text-preto-fosco leading-tight"""
"\src\components\site\Hero.jsx","15","titulo","PROVAVEL_SEGURO","<h1 className=""font-titulo text-4xl md:text-6xl text-branco-gelo leading-tight mb-6"">"
"\src\components\Footer.jsx","6","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Footer.jsx","6","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Footer.jsx","31","titulo","PROVAVEL_SEGURO","<span className=""font-titulo text-branco-gelo text-base"">"
"\src\components\Header.jsx","9","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Header.jsx","9","portfolio","PROVAVEL_SEGURO","{ nome: ""Portfolio"", href: ""/#portfolio"" },"
"\src\components\Header.jsx","44","titulo","PROVAVEL_SEGURO","<span className=""font-titulo text-branco-gelo text-lg tracking-wide hidden sm:inline"">"
